tool,family,access,parameter,type,required,default,enum_values,parameter_class,description
unlink_table,Backends/enlaces,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
validate_form_spec,Artefactos form/report,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
validate_form_spec,Artefactos form/report,read-only,contextId,string,False,,,common,Optional run/context id for this call.
validate_form_spec,Artefactos form/report,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
validate_form_spec,Artefactos form/report,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
validate_form_spec,Artefactos form/report,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
validate_form_spec,Artefactos form/report,read-only,projectRoot,string,False,,,common,Optional override for project root.
validate_form_spec,Artefactos form/report,read-only,specPath,string,False,,,functional,Form/report specification path.
validate_form_spec,Artefactos form/report,read-only,spec,object,False,,,functional,Form/report specification object.
validate_manifest,Análisis VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability. Prefer the Engram project name when available. Paths and roots still come from .dysflow/project.json unless explicitly overridden.
validate_manifest,Análisis VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call. Do not duplicate projectId when it has the same value; use this only for a distinct execution context or as a fallback when no projectId is known.
validate_manifest,Análisis VBA,read-only,testsPath,string,False,,,functional,VBA test manifest path. Relative paths resolve against the project root.
validate_manifest,Análisis VBA,read-only,path,string,False,,,functional,Alias for testsPath.
validate_manifest,Análisis VBA,read-only,manifest,string,False,,,functional,Inline test manifest object or array. Use testsPath/path for normal project validation.
validate_manifest,Análisis VBA,read-only,modules,object,False,,,functional,Optional in-memory mapping of module names to source code.
validate_manifest,Análisis VBA,read-only,validateManifestIncludesAllowlistCheck,boolean,False,,,functional,"Issue #1046 (Bug D) — opt-in flag. When true, validate_manifest consults the active `allowedProcedures` allowlist (same resolver as the test_vba gate) and surfaces drift as `report.invalid[]` entries. Default false (legacy shape preserved)."
validate_manifest,Análisis VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
validate_manifest,Análisis VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
validate_manifest,Análisis VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
validate_manifest,Análisis VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
validate_manifest,Análisis VBA,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
validate_manifest,Análisis VBA,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
validate_manifest,Análisis VBA,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
validate_manifest,Análisis VBA,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
vba_inline_execution,Ejecución/tests VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
vba_inline_execution,Ejecución/tests VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
vba_inline_execution,Ejecución/tests VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
vba_inline_execution,Ejecución/tests VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
vba_inline_execution,Ejecución/tests VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
vba_inline_execution,Ejecución/tests VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
vba_inline_execution,Ejecución/tests VBA,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
vba_inline_execution,Ejecución/tests VBA,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
vba_inline_execution,Ejecución/tests VBA,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
vba_inline_execution,Ejecución/tests VBA,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
vba_inline_execution,Ejecución/tests VBA,write-capable,code,string,True,,,functional,"VBA procedure-body snippet to execute inline. To return a value, assign it explicitly, for example: result = ""OK"". The adapter result uses data.returnValue; MCP carries returnValue in the JSON object encoded by content[0].text."
vba_inline_execution,Ejecución/tests VBA,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
vba_inline_execution,Ejecución/tests VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
vba_orphan_audit,Análisis VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
vba_orphan_audit,Análisis VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call.
vba_orphan_audit,Análisis VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
vba_orphan_audit,Análisis VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
vba_orphan_audit,Análisis VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
vba_orphan_audit,Análisis VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
verify_code,Sync VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
verify_code,Sync VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call.
verify_code,Sync VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
verify_code,Sync VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
verify_code,Sync VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
verify_code,Sync VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
verify_code,Sync VBA,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
verify_code,Sync VBA,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
verify_code,Sync VBA,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
verify_code,Sync VBA,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
verify_code,Sync VBA,read-only,strict,boolean,False,,,functional,Use strict comparison or validation.
verify_code,Sync VBA,read-only,moduleNames,array,False,,,functional,VBA module names. No hard length cap — long lists (20-30+) are accepted; the import path emits one per-module entry in the structured report so consumers can pinpoint which entry failed and why. An empty array is a valid explicit no-op plan and is NOT silently expanded to import-all.
verify_code,Sync VBA,read-only,diff,boolean,False,,,common,Include a diff when supported.
verify_code,Sync VBA,read-only,chunkSize,number,False,,,functional,"Issue #807 (Feature 3) — modules per internal chunk. Default 25. When moduleNames.length <= chunkSize (or chunkSize is omitted), the call falls back to the legacy single round-trip; otherwise the list is sliced into chunks, each chunk is a fresh verify sub-call, and the merged result includes every chunk's matched / different / missing entries plus chunkFailures[]."
verify_code,Sync VBA,read-only,parallelChunks,number,False,,,functional,Issue #807 (Feature 3) — concurrent chunks. Default 2 (bounded). Range 1..8 — higher values risk Access COM contention on a single .accdb. The chunked path uses this to drive Promise.all-of-chunks; the legacy path ignores it.
verify_code,Sync VBA,read-only,onChunkTimeout,enum,False,,retry | skip | fail,functional,Issue #807 (Feature 3) - per-chunk timeout behavior. retry (default) re-runs the chunk ONCE before giving up. skip records the chunk's modules as chunkTimedOut in the final result. fail propagates the chunk's timeout as the call-level error.
verify_code,Sync VBA,read-only,allowExternalAccessPath,boolean,False,,,functional,"Issue #968 — opt-in acknowledgment that the supplied accessPath lives outside the active worktree. Honored only by read-only-side tools (`export_modules`, `list_objects`, `list_vba_modules`, `verify_code`); ignored for binary-mutating tools. Default false preserves current behavior."
verify_code,Sync VBA,read-only,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
verify_form_bindings,UI de formularios,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
verify_form_bindings,UI de formularios,read-only,contextId,string,False,,,common,Optional run/context id for this call.
verify_form_bindings,UI de formularios,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
verify_form_bindings,UI de formularios,read-only,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
verify_form_bindings,UI de formularios,read-only,schema,object,False,,,functional,"Schema aggregate to validate bindings against. Either a `Record<tableName, ColumnSchema[]>` (multiple tables, fan out one `get_schema` per table upstream) or a single-table `get_schema` payload `{schema:[{name,type,nullable}], tableName:""...""}`. The adapter accepts both shapes; the latter requires `tableName` so the columns land under the correct key."
verify_form_bindings,UI de formularios,read-only,formName,string,False,,,functional,Optional form/report name (e.g. 'Form_Customer').
verify_form_bindings,UI de formularios,read-only,name,string,False,,,functional,Alias for formName.
verify_form_bindings,UI de formularios,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
verify_form_ui,UI de formularios,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
verify_form_ui,UI de formularios,read-only,contextId,string,False,,,common,Optional run/context id for this call.
verify_form_ui,UI de formularios,read-only,sourceContract,object,True,,,functional,"Source FormUiBehaviorMap whose controls, events, and bindings must survive the applied UI."
verify_form_ui,UI de formularios,read-only,appliedContract,object,True,,,functional,Applied FormUiBehaviorMap compared with sourceContract for survival and looks-right findings.
verify_form_ui,UI de formularios,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
